"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GERANIUM","LEUVUL","CERGLO","LATHVIC","MYOSOTIS","TRIFOLIUM","ERILAN","DAUCAR","A","B","C","D","E","F","G","sedge","LINBIE","VERARV","DICCON","ACMAME"
"WIR","ALONE","PLECON",5,"6/25/24",NA,NA,24.2,"none",NA,NA,"",330,330,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",6,"6/25/24",NA,NA,19.1,"none",NA,NA,"",310,310,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",7,"6/25/24",NA,NA,38.1,"none",NA,NA,"",650,650,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","PLECON",8,"6/25/24",NA,NA,32.3,"none",NA,NA,"",750,750,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",2,"7/15/24",5,"E1",19.9,"0.314",NA,NA,NA,10,150,"WIR-DIVERSE-5-E1",1,42,0,1,3,1,12,0,0,0,0,0,1,0,0,0,0,6,4,0,1,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",3,"7/15/23",2,"C2",16.5,"0.146",NA,NA,NA,8,120,"WIR-DIVERSE-2-C2",0,9,2,3,1,3,37,8,0,1,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",4,"7/12/24",1,"E5",12.8,NA,NA,NA,NA,7,105,"WIR-DIVERSE-1-E5",0,6,0,9,6,1,20,3,0,1,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",5,"7/12/24",1,"C1",9,NA,NA,NA,NA,5,75,"WIR-DIVERSE-1-C1",6,7,1,1,1,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",6,"7/12/24",1,"E4",13.6,NA,NA,NA,NA,8,120,"WIR-DIVERSE-1-E4",0,5,1,6,1,0,8,1,0,1,0,0,1,2,0,4,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",7,"7/15/24",2,"D4",6.4,NA,NA,NA,NA,4,60,"WIR-DIVERSE-2-D4",0,11,0,7,7,4,36,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",8,"7/15/24",2,"A5",8.6,NA,NA,NA,NA,5,75,"WIR-DIVERSE-2-A5",1,3,0,0,0,0,32,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",9,"7/15/24",3,"A5",13.9,NA,NA,NA,NA,8,120,"WIR-DIVERSE-3-A5",0,21,0,2,2,2,15,0,0,1,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",10,"7/15/24",3,"A1",12.5,NA,NA,NA,NA,7,105,"WIR-DIVERSE-3-A1",0,10,0,0,1,1,15,2,0,2,0,0,0,1,3,0,0,6,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",11,"7/15/24",5,"D3",16.6,"0.134",NA,NA,NA,6,90,"WIR-DIVERSE-5-D3",0,18,2,1,7,0,15,1,0,0,0,0,0,0,1,0,0,9,3,0,0,2,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",12,"7/15/24",5,"D5",16.5,NA,NA,NA,NA,10,150,"WIR-DIVERSE-5-D5",0,8,0,2,0,0,9,0,0,4,0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",13,"7/15/24",5,"C5",5.8,"0.146",NA,NA,NA,7,105,"WIR-DIVERSE-5-C5",0,5,0,1,1,0,10,0,0,1,0,0,0,1,0,0,0,6,5,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",14,"7/15/24",5,"C3",22.1,NA,NA,NA,NA,17,255,"WIR-DIVERSE-5-C3",0,17,0,1,1,1,17,0,0,0,0,0,0,0,3,0,0,5,12,0,1,1,0,4,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",15,"7/15/24",5,"A4",13,NA,NA,NA,NA,7,105,"WIR-DIVERSE-5-A4",0,49,0,3,5,3,6,0,2,1,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",16,"7/17/24",6,"C3",19.1,NA,NA,NA,NA,13,195,"WIR-DIVERSE-6-C3",0,9,0,3,0,2,6,0,5,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,NA,4,NA,NA
"WIR","DIVERSE","EPIDEN",17,"7/17/24",6,"C5",23.1,NA,NA,NA,NA,19,285,"WIR-DIVERSE-6-C5",0,55,0,4,3,1,4,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",18,"7/17/24",NA,"C4",16.5,"0.233",NA,NA,NA,11,165,"WIR-DIVERSE-NA-C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",19,"7/17/24",4,"A2",27.1,NA,NA,NA,NA,28,420,"WIR-DIVERSE-4-A2",0,11,4,4,5,3,5,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",20,"7/17/24",4,"B4",10.3,NA,NA,NA,NA,6,90,"WIR-DIVERSE-4-B4",0,8,0,0,0,3,22,1,1,8,0,0,3,2,0,0,0,6,6,0,0,0,0,0,0,0,NA,2,NA,NA
"WIR","DIVERSE","EPIDEN",21,"7/17/24",4,"D2",19.2,"0.296",NA,NA,NA,11,165,"WIR-DIVERSE-4-D2",0,4,0,0,1,0,2,2,0,7,0,0,3,0,1,0,0,4,8,0,0,0,0,0,0,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",22,"7/17/24",4,"C1",12.8,NA,NA,NA,NA,7,105,"WIR-DIVERSE-4-C1",0,11,0,1,0,1,9,0,0,6,0,0,0,1,0,0,0,12,11,1,0,2,0,0,1,0,NA,NA,NA,NA
"WIR","DIVERSE","EPIDEN",23,"7/17/24",4,"B3",20.6,NA,NA,NA,NA,15,225,"WIR-DIVERSE-4-B3",0,13,0,2,1,2,7,1,2,4,0,0,1,0,0,0,0,5,4,1,0,1,0,0,0,0,NA,1,NA,NA
"WIR","DIVERSE","EPIDEN",24,"7/17/24",7,"A1",12.8,NA,NA,NA,NA,7,105,"WIR-DIVERSE-7-A1",0,10,1,1,0,0,6,2,0,0,0,0,0,0,2,0,0,7,3,0,0,7,0,4,0,0,NA,1,NA,NA
"WIR","DIVERSE","EPIDEN",25,"7/17/24",7,"C3",11.2,"0.046",NA,NA,NA,6,90,"WIR-DIVERSE-7-C3",0,11,1,1,1,1,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,2
"WIR","DIVERSE","EPIDEN",26,"7/17/24",7,"B1",11.8,NA,NA,NA,NA,6,90,"WIR-DIVERSE-7-B1",0,18,0,3,7,2,5,2,0,1,0,0,1,0,0,0,0,7,0,0,0,2,0,0,0,0,NA,2,NA,NA
"WIR","DIVERSE","EPIDEN",27,"7/17/24",11,"C4",14,NA,NA,NA,NA,8,120,"WIR-DIVERSE-11-C4",0,1,2,1,0,0,17,2,0,4,1,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","EPIDEN",28,"7/17/24",11,"C1",6.9,NA,NA,NA,NA,4,60,"WIR-DIVERSE-11-C1",0,9,0,0,2,3,12,7,0,0,0,0,0,3,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","EPIDEN",29,"7/17/24",9,"C3",11.4,NA,NA,NA,NA,6,90,"WIR-DIVERSE-9-C3",0,0,0,1,0,0,25,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"WIR","DIVERSE","EPIDEN",30,"7/17/24",9,"B3",12,"0.143",NA,NA,NA,8,120,"WIR-DIVERSE-9-B3",0,1,0,1,0,1,16,1,0,2,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
"WIR","DIVERSE","EPIDEN",31,"7/17/24",8,"A4",19.1,NA,NA,NA,NA,13,195,"WIR-DIVERSE-8-A4",0,67,0,5,2,2,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",1,"7/12/24",NA,NA,10.7,"3.1",NA,NA,"",156,2340,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",2,"7/12/24",NA,NA,13.7,"3.921",NA,NA,"",149,2235,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",3,"7/12/24",NA,NA,15.4,"6.217",NA,NA,"",164,2460,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",4,"7/12/24",NA,NA,10.8,"3.903",NA,NA,"",184,2760,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",5,"7/12/24",NA,NA,7.6,"1.481",NA,NA,"",39,585,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",6,"7/12/24",NA,NA,12.2,"1.759",NA,NA,"",73,1095,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",7,"7/12/24",NA,NA,11.6,"",NA,NA,"",116.859843737085,1752.89765605627,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",8,"7/12/24",NA,NA,14.8,"",NA,NA,"",161.38391949314,2420.7587923971,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",9,"7/12/24",NA,NA,11.4,"3.023",NA,NA,"",122,1830,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",10,"7/12/24",NA,NA,12.8,"",NA,NA,"",131.898060760699,1978.47091141048,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",11,"7/12/24",NA,NA,8.4,"",NA,NA,"",84.6194783293532,1269.2921749403,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WIR","ALONE","EPIDEN",12,"7/12/24",NA,NA,11.6,"2.071",NA,NA,"",77,1155,"WIR-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
