"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GALIUM","LATHVIC","ERILAN","DAUCAR","APOAND","LUPBIC","LEUVUL","TRIFOLIUM","MYOSOTIS","CERGLO","GERANIUM","D","F","G","Z","HYPERNICUM","CIRSIUM","VERARV","MADIA","NAVINT","A","B","C","DANDEION","CLAAMO","MYO","CHICKWEED","VICIA","DAUCUS","LINBIE","PLANTAIN","CAMAS","CLOVER","J","H","I","SEDGE","EPICIL","JUNCUS","SCARLET.PIMPERNEL","FRLA","E","sedge","DICCON","ACMAME","N_neigh","N_neigh8"
"WIR","DIVERSE","NAVSQU",31,"7/17/24",11,"A4",23.4,NA,NA,NA,NA,20,400,"WIR-DIVERSE-11-A4",NA,0,4,0,0,0,0,12,2,0,1,NA,0,0,2,NA,NA,0,0,0,2,0,1,0,0,NA,NA,NA,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26,18
"WIR","DIVERSE","NAVSQU",32,"7/17/24",11,"D1",21.8,NA,NA,NA,NA,17,340,"WIR-DIVERSE-11-D1",NA,0,9,0,1,0,0,13,2,0,0,NA,2,0,3,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,25
"WIR","DIVERSE","NAVSQU",33,"7/17/24",9,"D1",16.4,NA,NA,NA,NA,10,200,"WIR-DIVERSE-9-D1",NA,1,1,0,1,1,0,17,1,0,0,NA,3,0,11,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,39,22
"WIR","DIVERSE","NAVSQU",34,"7/17/24",9,"D5",7.8,NA,NA,NA,NA,5,100,"WIR-DIVERSE-9-D5",NA,0,1,0,0,0,0,9,0,0,1,NA,2,0,4,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18,10
"WIR","DIVERSE","NAVSQU",35,"7/17/24",9,"A2",18.2,NA,NA,NA,NA,12,240,"WIR-DIVERSE-9-A2",NA,0,9,0,1,0,2,20,0,1,1,NA,1,0,3,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38,32
"WIR","DIVERSE","NAVSQU",36,"7/17/24",9,"B1",5.2,NA,NA,NA,NA,4,80,"WIR-DIVERSE-9-B1",NA,1,0,0,1,0,0,10,0,2,0,NA,1,0,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,16,12
"WIR","DIVERSE","NAVSQU",37,"7/17/24",9,"D2",12.6,NA,NA,NA,NA,7,140,"WIR-DIVERSE-9-D2",NA,0,6,0,1,2,3,12,3,1,1,NA,2,0,6,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,38,27
"WIR","DIVERSE","NAVSQU",38,"7/17/24",9,"A5",14.3,NA,NA,NA,NA,8,160,"WIR-DIVERSE-9-A5",NA,0,3,0,0,2,5,0,7,1,3,NA,0,1,1,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26,17
"WIR","DIVERSE","NAVSQU",39,"7/17/24",8,"B4",19,NA,NA,NA,NA,13,260,"WIR-DIVERSE-8-B4",NA,0,28,0,3,4,4,2,1,0,5,NA,2,0,7,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,4,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,63,42
"WIR","DIVERSE","CLAPUR",1,"7/15/24",5,"C5",20.5,NA,NA,NA,NA,6,120,"WIR-DIVERSE-5-C5",NA,0,5,0,1,1,0,10,0,0,1,NA,1,0,6,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,30,17
"WIR","DIVERSE","CLAPUR",2,"7/17/24",4,"C5",19.1,"0.347",NA,NA,NA,7,140,"WIR-DIVERSE-4-C5",NA,1,10,0,4,1,1,16,0,4,0,NA,2,0,6,NA,NA,0,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,56,33
"WIR","DIVERSE","CLAPUR",3,"7/15/24",2,"B5",9.5,"0.097",NA,NA,NA,2,40,"WIR-DIVERSE-2-B5",NA,1,10,0,1,2,3,33,1,0,0,NA,0,0,1,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,53,51
"WIR","DIVERSE","CLAPUR",4,"7/12/24",1,"D5",10.3,NA,NA,NA,NA,7,140,"WIR-DIVERSE-1-D5",NA,0,0,0,2,3,1,24,2,0,1,NA,0,0,4,NA,NA,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,42,32
"WIR","DIVERSE","CLAPUR",5,"7/12/24",1,"A5",11.3,NA,NA,NA,NA,4,80,"WIR-DIVERSE-1-A5",NA,1,17,1,1,4,1,12,4,1,0,NA,5,0,3,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,55,41
"WIR","DIVERSE","CLAPUR",6,"7/12/24",1,"D4",14,NA,NA,NA,"bt",6,120,"WIR-DIVERSE-1-D4",NA,0,16,0,4,1,2,16,2,0,0,NA,1,0,0,NA,NA,0,0,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,45,41
"WIR","DIVERSE","CLAPUR",7,"7/12/24",1,"A3",21,NA,NA,NA,NA,4,80,"WIR-DIVERSE-1-A3",NA,0,3,0,2,1,1,24,3,0,0,NA,0,0,2,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,38,34
"WIR","DIVERSE","CLAPUR",8,"7/12/24",1,"B1",13.4,NA,NA,NA,NA,3,60,"WIR-DIVERSE-1-B1",NA,2,0,0,4,2,2,15,1,0,0,NA,2,0,0,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,NA,NA,42,26
"WIR","DIVERSE","CLAPUR",9,"7/15/24",2,"A2",18.8,"1.016",NA,NA,NA,16,320,"WIR-DIVERSE-2-A2",NA,0,5,1,0,3,2,11,4,0,2,NA,0,0,1,NA,NA,0,0,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,34,26
"WIR","DIVERSE","CLAPUR",10,"7/15/24",2,"B4",14.1,"0.444",NA,NA,NA,5,100,"WIR-DIVERSE-2-B4",NA,0,4,0,0,2,2,26,6,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,44,40
"WIR","DIVERSE","CLAPUR",11,"7/15/24",3,"E3",18.2,"0.285",NA,NA,NA,5,100,"WIR-DIVERSE-3-E3",NA,0,8,0,0,2,0,29,0,0,0,NA,0,0,3,NA,NA,0,0,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,49,39
"WIR","DIVERSE","CLAPUR",12,"7/15/24",3,"C4",20.3,"0.327",NA,NA,NA,5,100,"WIR-DIVERSE-3-C4",NA,0,0,0,0,4,1,34,0,0,4,NA,0,0,10,NA,NA,0,0,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,60,39
"WIR","DIVERSE","CLAPUR",13,"7/15/24",3,"B5",20.3,"0.27",NA,NA,NA,4,80,"WIR-DIVERSE-3-B5",NA,0,7,0,0,3,2,12,4,0,0,NA,0,0,2,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,36,28
"WIR","DIVERSE","CLAPUR",14,"7/15/24",3,"C3",15.2,"0.19",NA,NA,NA,2,40,"WIR-DIVERSE-3-C3",NA,0,3,0,0,5,0,29,0,0,3,NA,0,0,8,NA,NA,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,54,37
"WIR","DIVERSE","CLAPUR",15,"7/15/24",3,"C2",12.5,NA,NA,NA,NA,6,120,"WIR-DIVERSE-3-C2",NA,0,8,0,6,1,0,18,8,1,1,NA,0,0,6,NA,NA,0,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,57,41
"WIR","DIVERSE","CLAPUR",16,"7/15/24",5,"E4",15.3,NA,NA,NA,NA,2,40,"WIR-DIVERSE-5-E4",NA,0,38,0,6,2,2,18,0,0,3,NA,1,0,5,NA,NA,0,0,6,4,0,1,0,0,NA,NA,NA,NA,NA,NA,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,95,66
"WIR","DIVERSE","CLAPUR",17,"7/15/24",5,"D2",21.5,NA,NA,NA,NA,3,60,"WIR-DIVERSE-5-D2",NA,0,52,0,1,3,5,7,0,0,1,NA,0,0,3,NA,NA,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,76,68
"WIR","DIVERSE","CLAPUR",18,"7/15/24",5,"B1",23.7,NA,NA,NA,NA,26,520,"WIR-DIVERSE-5-B1",NA,0,38,0,1,1,0,2,1,0,0,NA,0,0,1,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,44,43
"WIR","DIVERSE","CLAPUR",19,"7/15/24",5,"B2",22.5,NA,NA,NA,NA,5,100,"WIR-DIVERSE-5-B2",NA,0,19,0,0,0,0,8,1,1,0,NA,0,0,5,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,36,28
"WIR","DIVERSE","CLAPUR",20,"7/15/24",5,"A5",9.4,NA,NA,NA,NA,4,80,"WIR-DIVERSE-5-A5",NA,0,46,0,0,3,0,6,0,0,7,NA,0,0,5,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,73,55
"WIR","DIVERSE","CLAPUR",21,"7/17/24",6,"A2",15.4,NA,NA,NA,NA,10,200,"WIR-DIVERSE-6-A2",NA,0,2,0,0,0,0,7,0,3,2,NA,0,0,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,19,9
"WIR","DIVERSE","CLAPUR",22,"7/17/24",6,"A4",22,NA,NA,NA,NA,17,340,"WIR-DIVERSE-6-A4",NA,0,7,0,0,0,0,0,4,0,0,NA,0,0,2,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,14,11
"WIR","DIVERSE","CLAPUR",23,"7/17/24",6,"C2",28.6,NA,NA,NA,NA,25,500,"WIR-DIVERSE-6-C2",NA,0,2,0,0,0,0,5,0,4,5,NA,0,0,7,NA,NA,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,32,7
"WIR","DIVERSE","CLAPUR",24,"7/17/24",6,"D5",30.3,NA,NA,NA,NA,5,100,"WIR-DIVERSE-6-D5",NA,0,24,0,1,1,0,3,1,0,7,NA,0,0,0,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,40,30
"WIR","DIVERSE","CLAPUR",25,"7/17/24",4,"E5",18.2,NA,NA,NA,NA,2,40,"WIR-DIVERSE-4-E5",NA,0,12,0,3,2,0,18,0,3,1,NA,0,0,2,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,43,35
"WIR","DIVERSE","CLAPUR",26,"7/17/24",4,"E3",19.6,NA,NA,NA,NA,4,80,"WIR-DIVERSE-4-E3",NA,1,22,0,0,1,2,11,2,0,1,NA,0,0,1,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,52,39
"WIR","DIVERSE","CLAPUR",27,"7/17/24",4,"E1",16.5,NA,NA,NA,NA,7,140,"WIR-DIVERSE-4-E1",NA,0,4,0,2,0,0,7,0,0,3,NA,1,0,2,NA,NA,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,25,13
"WIR","DIVERSE","CLAPUR",28,"7/17/24",4,"E4",20.1,NA,NA,NA,NA,4,80,"WIR-DIVERSE-4-E4",NA,0,22,0,0,0,0,13,0,0,0,NA,0,0,8,NA,NA,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,53,35
"WIR","DIVERSE","CLAPUR",29,"7/17/24",4,"C2",28.1,NA,NA,NA,NA,13,260,"WIR-DIVERSE-4-C2",NA,0,4,0,1,1,0,11,3,0,8,NA,1,0,5,NA,NA,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,41,20
"WIR","DIVERSE","CLAPUR",30,"7/17/24",7,"D2",11.1,NA,NA,NA,NA,2,40,"WIR-DIVERSE-7-D2",NA,0,6,0,1,0,1,7,0,3,1,NA,0,0,3,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,23,15
"WIR","DIVERSE","CLAPUR",31,"7/17/24",7,"A2",16.4,NA,NA,NA,NA,21,420,"WIR-DIVERSE-7-A2",NA,0,3,0,2,0,0,5,0,0,1,NA,0,0,4,NA,NA,0,0,0,2,0,2,0,0,NA,NA,NA,2,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,4,26,10
"WIR","DIVERSE","CLAPUR",31,"7/17/24",8,"B3",25.1,NA,NA,NA,NA,5,100,"WIR-DIVERSE-8-B3",NA,0,40,1,7,3,3,3,0,0,0,NA,0,0,7,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,2,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,69,57
"WIR","DIVERSE","CLAPUR",32,"7/17/24",7,"D4",21.5,NA,NA,NA,NA,21,420,"WIR-DIVERSE-7-D4",NA,0,13,0,0,0,0,9,0,3,1,NA,0,0,2,NA,NA,0,0,1,0,0,0,1,0,NA,NA,NA,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,34,22
"WIR","DIVERSE","CLAPUR",32,"7/17/24",8,"A3",16,NA,NA,NA,NA,5,100,"WIR-DIVERSE-8-A3",NA,0,30,0,4,3,2,12,0,0,1,NA,0,0,4,NA,NA,0,0,0,2,0,0,0,0,NA,NA,NA,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,61,51
"WIR","DIVERSE","CLAPUR",33,"7/17/24",7,"A4",18.5,NA,NA,NA,NA,15,300,"WIR-DIVERSE-7-A4",NA,0,1,0,0,0,0,5,0,2,1,NA,0,0,4,NA,NA,1,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,16,6
"WIR","DIVERSE","CLAPUR",34,"7/17/24",7,"C4",11.8,NA,NA,NA,NA,5,100,"WIR-DIVERSE-7-C4",NA,0,15,0,0,0,0,12,0,1,4,NA,0,0,3,NA,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,38,27
"WIR","DIVERSE","CLAPUR",35,"7/17/24",11,"A1",12.2,NA,NA,NA,"notebook entry",6,120,"WIR-DIVERSE-11-A1",NA,0,0,0,2,0,0,12,2,0,0,NA,0,0,2,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,20,16
"WIR","DIVERSE","CLAPUR",36,"7/17/24",11,"A3",8,NA,NA,NA,"notebook entry",2,40,"WIR-DIVERSE-11-A3",NA,0,4,0,0,0,0,13,0,0,0,NA,2,0,6,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,28,17
"WIR","DIVERSE","CLAPUR",37,"7/17/24",11,"B1",15.9,NA,NA,NA,"notebook entry",2,40,"WIR-DIVERSE-11-B1",NA,0,5,0,0,3,0,26,6,1,2,NA,0,0,5,NA,NA,0,0,0,2,0,0,0,0,NA,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,51,40
"WIR","DIVERSE","CLAPUR",38,"7/17/24",11,"A4",15.8,NA,NA,NA,"notebook entry",7,140,"WIR-DIVERSE-11-A4",NA,0,4,0,0,0,0,12,2,0,1,NA,0,0,2,NA,NA,0,0,0,2,0,1,0,0,NA,NA,NA,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26,18
"WIR","DIVERSE","CLAPUR",39,"7/17/24",11,"B5",14.6,NA,NA,NA,"notebook entry",2,40,"WIR-DIVERSE-11-B5",NA,0,8,2,0,0,3,29,6,0,1,NA,0,0,8,NA,NA,0,0,0,0,0,2,0,0,NA,NA,NA,1,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,61,48
"WIR","DIVERSE","CLAPUR",40,"7/17/24",11,"B2",14.9,NA,NA,NA,"notebook entry",4,80,"WIR-DIVERSE-11-B2",NA,0,1,0,0,0,1,9,0,1,0,NA,0,0,3,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,16,11
"WIR","DIVERSE","CLAPUR",41,"7/17/24",11,"D2",12.8,NA,NA,NA,"notebook entry",2,40,"WIR-DIVERSE-11-D2",NA,0,3,0,0,0,1,15,7,0,0,NA,0,0,3,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,31,26
"WIR","DIVERSE","CLAPUR",42,"7/17/24",11,"D3",13.4,NA,NA,NA,"notebook entry",5,100,"WIR-DIVERSE-11-D3",NA,0,2,0,0,0,1,12,4,0,0,NA,1,0,4,NA,NA,0,0,0,2,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26,19
"WIR","DIVERSE","CLAPUR",43,"7/17/24",11,"D4",11.1,NA,NA,NA,"notebook entry",4,80,"WIR-DIVERSE-11-D4",NA,0,0,0,0,0,0,14,0,0,0,NA,1,0,5,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,21,14
"WIR","DIVERSE","CLAPUR",44,"7/17/24",9,"A1",21,NA,NA,NA,"notebook entry",18,360,"WIR-DIVERSE-9-A1",NA,0,1,0,3,1,2,15,0,0,0,NA,0,0,3,NA,NA,0,0,1,1,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27,22
"WIR","DIVERSE","CLAPUR",45,"7/17/24",9,"D4",9.8,NA,NA,NA,"notebook entry",2,40,"WIR-DIVERSE-9-D4",NA,0,0,0,0,0,1,16,0,0,2,NA,1,0,6,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,27,17
"WIR","DIVERSE","CLAPUR",46,"7/17/24",9,"A3",29.7,NA,NA,NA,"notebook entry",14,280,"WIR-DIVERSE-9-A3",NA,0,20,0,2,3,1,8,0,0,2,NA,0,0,4,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,40,34
"WIR","DIVERSE","CLAPUR",47,"7/17/24",9,"C4",5.2,NA,NA,NA,"notebook entry",1,20,"WIR-DIVERSE-9-C4",NA,0,0,0,0,0,0,19,0,0,0,NA,0,0,2,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,23,19
"WIR","DIVERSE","CLAPUR",48,"7/17/24",9,"C2",9,NA,NA,NA,"notebook entry",5,100,"WIR-DIVERSE-9-C2",NA,0,12,0,0,2,1,18,1,0,0,NA,4,0,5,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,45,34
"WIR","DIVERSE","CLAPUR",49,"7/17/24",9,"C5",10.2,NA,NA,NA,"notebook entry",3,60,"WIR-DIVERSE-9-C5",NA,0,0,0,0,0,0,22,0,5,0,NA,0,0,7,NA,NA,0,0,4,0,0,2,0,2,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,42,22
"WIR","DIVERSE","CLAPUR",50,"7/17/24",9,"C1",11,NA,NA,NA,"notebook entry",4,80,"WIR-DIVERSE-9-C1",NA,0,3,0,0,0,2,19,1,0,0,NA,1,0,4,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,25
"WIR","DIVERSE","CLAPUR",51,"7/17/24",9,"D4",11.9,NA,NA,NA,"notebook entry",1,20,"WIR-DIVERSE-9-D4",NA,0,0,0,0,0,1,16,0,0,2,NA,1,0,6,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,27,17
